titulo,descricao,url_imagem,link,categoria
Empresário aposta no segmento de minicasas,Tendência faz parte de um movimento que está focado em ter mais qualidade de vida. Versão mais compacta custa a partir de R$ 85 mil.,https://s2.glbimg.com/FIVZFmqvDEQ2UmOTWVs14Su7_KQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/63/66/10576663,https://g1.globo.com/empreendedorismo/pegn/noticia/2022/05/15/empresario-aposta-no-segmento-de-minicasas.ghtml, PEGN 
Cuidadores: como conviver com a frustração de quase nunca receber elogios,A sensação de que a dedicação e os sacrifícios passam despercebidos pode levar a um estado de exaustão,https://s2.glbimg.com/FJ7l3miLinu4EP5DsYekhBomU9g=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/B/C/CqT4iGQWmxe5BBIizRBw/idosasedivertecommulherjovem.jpg,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2022/05/19/cuidadores-como-conviver-com-a-frustracao-de-quase-nunca-receber-elogios.ghtml, Blog Longevidade: modo de usar 
A explicação científica para a misteriosa 'porta' vista em foto de Marte,Registro enviado pela sonda Curiosity levantou questões sobre aspecto de formação rochosa no planeta vermelho. Do que se trata?,https://s2.glbimg.com/4OowVW-8l5b_FbRy9dSSMezw2Xc=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/91/83/9848391,https://g1.globo.com/ciencia/noticia/2022/05/18/a-explicacao-cientifica-para-a-misteriosa-porta-vista-em-fotos-de-marte.ghtml, Ciência 
Ex-BBB Flay desabafa sobre chip da beleza: 'Destruiu minha pele'; implante não é recomendado por especialistas,"Implante hormonal foi criado para tratar sintomas menstruais, mas popularmente é usado para fins estéticos. O chip da beleza não é recomendado por especialistas, e efeitos colaterais podem causar alteração no clitóris e mudança de voz. ",https://s2.glbimg.com/2k2bY6uy6ekxs98p3n7wzggFwUM=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/92/34/9873492,https://g1.globo.com/ciencia-e-saude/noticia/2022/05/18/ex-bbb-flay-desabafa-sobre-chip-da-beleza-destruiu-minha-pele-implante-nao-e-recomendado-por-especialistas.ghtml, Ciência e Saúde 
Yakecan: tempestade pode mudar de classe e ter ventos ainda mais intensos; entenda,"A pedido do g1, a repórter do tempo do Jornal Nacional, Eliana Marques, explica o fenômeno que está intensificando a onda de frio no país.",https://s2.glbimg.com/wRlrSo1Du8Re24cv96kmGi8MzRU=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/09/50/10585009,https://g1.globo.com/ciencia-e-saude/video/yakecan-tempestade-pode-mudar-de-classe-e-ter-ventos-ainda-mais-intensos-entenda-10585009.ghtml, G1 Ciência e Saúde 
"Dengue: veja sintomas, cuidados, tratamento e como evitar a doença",Vírus da dengue é transmitido pela picada da fêmea do mosquito Aedes aegypti e possui quatro sorotipos diferentes.,https://s2.glbimg.com/GbDDtsjE-BEvs4UWMLii1xMrn0o=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/95/49/10584995,https://g1.globo.com/ciencia-e-saude/video/dengue-veja-sintomas-cuidados-tratamento-e-como-evitar-a-doenca-10584995.ghtml, G1 Ciência e Saúde 
Vida em Marte? Sonda Perseverance da Nasa inicia busca inédita por sinais,"A sonda Perseverance da Nasa atingiu um momento importante de sua missão em Marte. Nesta terça-feira (17/5), o robô de seis rodas começará a escalar um antigo delta na cratera onde pousou.",https://s2.glbimg.com/kWP4-lObrSoa9_fEWOGET2_2h2o=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/M/Z/G19RnUQBaU0p7DSCpQTw/8912-25790-first-selfie-1200.gif,https://g1.globo.com/ciencia/noticia/2022/05/17/vida-em-marte-sonda-perseverance-da-nasa-inicia-busca-inedita-por-sinais.ghtml, Ciência 
A erupção de vulcão que foi 'maior explosão' já registrada por equipamentos na Terra,"A erupção de janeiro deste ano foi muito maior do que qualquer evento vulcânico do século 20, ou até mesmo qualquer teste de bomba atômica.",https://s2.glbimg.com/TyYAaVLE_ZxoPWvGbHmfwwKgdmQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/16/05/10250516,https://g1.globo.com/meio-ambiente/noticia/2022/05/17/a-erupcao-de-vulcao-que-foi-maior-explosao-ja-registrada-por-equipamentos-na-terra.ghtml, Meio Ambiente 
Por que a menopausa está diretamente ligada ao declínio da saúde cardiovascular,A Sociedade Europeia de Cardiologia divulgou estudo sobre o impacto das alterações hormonais durante o climatério,https://s2.glbimg.com/ZyczhTiW__b3l0bwPAxTHtCxdx4=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/L/B/Q4Z9t0R7O4mqAvwx8yig/menopausariscocardiovascular.jpg,https://g1.globo.com/bemestar/blog/longevidade-modo-de-usar/post/2022/05/17/por-que-a-menopausa-esta-diretamente-ligada-ao-declinio-da-saude-cardiovascular.ghtml, Blog Longevidade: modo de usar 
"Ciclone: entenda a formação e as diferenças entre extratropical, tropical e subtropical","A pedido do g1, o meteorologista César Soares explica como se formam e o que diferencia os ciclones extratropicais, subtropicais e os tropicais, também chamados de furacões.",https://s2.glbimg.com/o8aGEmHy624BfcPdyQt5uvXWlNM=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/39/15/10581539,https://g1.globo.com/ciencia-e-saude/video/ciclone-entenda-a-formacao-e-as-diferencas-entre-extratropical-tropical-e-subtropical-10581539.ghtml, G1 Ciência e Saúde 
Lua de Sangue: Veja eclipse total da Lua em 1 minuto,Lua de Sangue: Veja eclipse total da Lua em 1 minuto.,https://s2.glbimg.com/TUedLhKqKl9EUMd2LvpyGnx4eXI=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/35/96/10579635,https://g1.globo.com/ciencia-e-saude/video/lua-de-sangue-veja-eclipse-total-da-lua-em-1-minuto-10579635.ghtml, G1 Ciência e Saúde 
Carnavalesco Tiago Martins deixa a São Clemente ,Agremiação ainda não informou o nome do substituto. São Clemente foi rebaixada do Grupo Especial para a Série Ouro no Carnaval 2022. ,https://s2.glbimg.com/DK_JKFWO5CGTXKuWCLA25Gf-vHE=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/0/f/C6VL2QRL2WDIxF2Nal2g/deasaoclemente.jpg,https://g1.globo.com/rj/rio-de-janeiro/carnaval/2022/noticia/2022/05/06/carnavalesco-tiago-martins-deixa-a-sao-clemente.ghtml, Carnaval 2022 no Rio de Janeiro 
"Foto viraliza ao mostrar público de camarote ignorando desfile: ‘Falta de respeito’, diz fotógrafo","Imagem feita por Felipe Silva no Desfile das Campeãs inflou críticas aos camarotes nas redes sociais. Segundo autor, som alto, que atrapalhava o desfile da Portela, foi o que motivou o seu clique.",https://s2.glbimg.com/xwGVdzQO6gpmXYfFDZFJ603BNXo=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/94/09/10510994,https://g1.globo.com/rj/rio-de-janeiro/carnaval/2022/noticia/2022/05/06/foto-viraliza-ao-mostrar-publico-de-camarote-ignorando-desfile-falta-de-respeito-diz-fotografo.ghtml, Carnaval 2022 no Rio de Janeiro 
Zeca Pagodinho agradece homenagem na Grande Rio: ‘Está todo mundo em polvorosa!’,"Para o carnaval de 2023,  os carnavalescos Gabriel Haddad e Leonardo Bora vão desenvolver enredo sobre o cantor e compositor. Além da trajetória musical, vão falar da carioquice e da irreverência dos subúrbios do Rio e de Duque de Caxias.",https://s2.glbimg.com/6Upi2joEDzWQlyyKqSNuzUusn7c=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/48/76/10547648,https://g1.globo.com/rj/rio-de-janeiro/carnaval/2022/noticia/2022/05/05/nada-melhor-que-o-samba-e-zeca-pagodinho-para-agredecer-e-festejar-o-titulo-da-grande-rio-diz-carnavalesco.ghtml, Carnaval 2022 no Rio de Janeiro 
"Zeca Pagodinho é confirmado como enredo da Grande Rio: 'Já colocaram a cerveja para gelar?', posta escola","Gabriel Haddad e Leonardo Bora seguem à frente do carnaval da campeã do Grupo Especial. Nas redes sociais, Império Serrano postou foto de Arlindo Cruz com Zeca em tom de brincadeira, aumentando os rumores sobre o enredo sobre o outro sambista.",https://s2.glbimg.com/RQk742xvNmO6cLNvvmKjqNXnxqk=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2020/e/l/JEfo3PSdKIBMUXGYdAAg/zeca-1.jfif,https://g1.globo.com/rj/rio-de-janeiro/carnaval/2022/noticia/2022/05/04/zeca-pagodinho-e-confirmado-como-enredo-da-grande-rio-ja-colocaram-para-gelar-posta-escola.ghtml, Carnaval 2022 no Rio de Janeiro 
Império Serrano anuncia carnavalesco Alex de Souza e mostra visita à baluarte rezadeira,Alex esteve a frente dos últimos quatro desfiles do Salgueiro.,https://s2.glbimg.com/MkkQZ8VhpNu8HBLSXaZ4OTXCb4E=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/D/b/kJPA83RtSO6JFi5KlkQg/whatsapp-image-2022-05-04-at-18.38.21.jpeg,https://g1.globo.com/rj/rio-de-janeiro/carnaval/2022/noticia/2022/05/04/imperio-serrano-anuncia-acerto-com-carnavalesco-alex-de-souza.ghtml, Carnaval 2022 no Rio de Janeiro 
"
Mocidade Independente de Padre Miguel assina com ex-carnavalesco da Viradouro","
Anúncio da chegada de Marcus Ferreira foi feito nesta quarta-feira (4).",https://s2.glbimg.com/3ZoibAUJzdl57VQ3ypDQzCrnVbM=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/n/V/MAWI2gT3eQWAnZ3b2sDw/whatsapp-image-2022-05-04-at-15.15.42.jpeg,https://g1.globo.com/rj/rio-de-janeiro/carnaval/2022/noticia/2022/05/04/mocidade-independente-de-padre-miguel-assina-com-ex-carnavalesco-da-viradouro.ghtml, Carnaval 2022 no Rio de Janeiro 
União de Jacarepaguá e Arranco do Engenho de Dentro vão desfilar na Sapucaí no carnaval de 2023,"Escolas venceram a disputa da Série Prata, na Intendente Magalhães e subiram para a Série Ouro. Na Série Bronze, a campeã foi a Arrastão de Cascadura.",https://s2.glbimg.com/3t3E9BTc-wGO5JvRasbPqRgtcOs=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/a/M/pmmm9vQiOsKNxUuA5rNA/uniaojacarepagua.jpg,https://g1.globo.com/rj/rio-de-janeiro/carnaval/2022/noticia/2022/05/04/uniao-de-jacarepagua-e-arranco-do-engenho-de-dentro-vao-desfilar-na-sapucai-no-carnaval-de-2023.ghtml, Carnaval 2022 no Rio de Janeiro 
Leia 8 exemplos de redações nota mil do Enem 2021,Inep divulgou as imagens digitalizadas das dissertações entregues no dia da prova. Estudantes que alcançaram a nota máxima compartilharam suas redações com o g1.,https://s2.glbimg.com/NS6axPEmhrjvAI337b6CaYjsqcQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/47/17/10061747,https://g1.globo.com/educacao/enem/2021/noticia/2022/04/11/leia-redacoes-nota-mil-do-enem-2021.ghtml, Enem 2021 
Treineiros do Enem 2021 podem consultar seus resultados; saiba como ,Participantes que ainda não terminaram o ensino médio participam da prova para testarem seus conhecimentos. Eles não podem usar as notas no acesso à universidade. ,https://s2.glbimg.com/ovLEF2_5lgws_5CXUsnP2ZQtvHI=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/F/O/kOoMUSTai4FRkuYBgXPA/enem-2dia-20211128-0039.jpg,https://g1.globo.com/educacao/enem/2021/noticia/2022/04/11/treineiros-do-enem-2021-podem-consultar-seus-resultados-saiba-como.ghtml, Enem 2021 
Leia exemplo de redação nota mil do Enem 2021 de candidata de Minas Gerais,Emanuelle Severino é uma das 22 candidatas que tiraram nota máxima na redação do Enem 2021 no país. A estudante foi aprovada para cursar medicina na UFMG. ,https://s2.glbimg.com/adJ0EaMQNaC_Olm5bzjNxnMj8pU=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/26/81/10298126,https://g1.globo.com/mg/minas-gerais/noticia/2022/04/08/leia-exemplo-de-redacao-nota-mil-do-enem-2021-de-candidata-de-minas-gerais.ghtml, Minas Gerais 
Espelho da redação do Enem 2021: veja como consultar,"Imagem mostra texto do estudante na folha de redação do exame. Apenas 22 participantes tiraram nota mil, de acordo com o Inep. ",https://s2.glbimg.com/NNIsEr52oNCIGdEjR6hdm9LCcrw=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/U/g/xfzIdVQXi0osIjAUB0wQ/1.png,https://g1.globo.com/educacao/enem/2021/noticia/2022/04/08/espelho-da-redacao-do-enem-2021-veja-como-consultar.ghtml, Enem 2021 
Leia exemplo de redação nota mil do Enem 2021 de candidata do Rio Grande do Norte,"A potiguar Evely Aparecida Silva Lima, de Lagoa de Velhos, tirou nota mil na redação do Enem. Ela foi aprovada no curso de engenharia civil, na UFRN.",https://s2.glbimg.com/FkAsNCCnFU75hPgrK0xhwlXBHmw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/55/10/10291055,https://g1.globo.com/rn/rio-grande-do-norte/noticia/2022/04/08/leia-exemplo-de-redacao-nota-mil-do-enem-2021-de-candidata-do-rio-grande-do-norte.ghtml, Rio Grande do Norte 
Leia exemplo de redação nota mil do Enem 2021 de candidata da Paraíba,Maitê Maria foi a única com redação com nota máxima no Enem 2021 obtida no estado.,https://s2.glbimg.com/1wFF_3pz-Gozq5hFtYGiiAE1iPU=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2022/a/L/rpnqLSROq4JHEcxx96Ag/espelho-da-redacao.jpg,https://g1.globo.com/pb/paraiba/la-vem-o-enem/2021/noticia/2022/04/08/leia-exemplo-de-redacao-nota-mil-do-enem-2021-de-candidata-da-paraiba.ghtml, Lá Vem o Enem 2021 
Leia exemplos de redações nota mil do Enem 2021 de candidatas de Pernambuco,"Inep divulgou as imagens das dissertações entregues durante a prova. No estado, três estudantes conquistaram a nota máxima.",https://s2.glbimg.com/uFAWghgZ99k3N3SsNf4EcglpoAU=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/M/c/4HCSLXTZ6QZhEjT1ANFw/enem-2dia-20211128-0034.jpg,https://g1.globo.com/pe/pernambuco/educacao/noticia/2022/04/08/leia-exemplos-de-redacoes-nota-mil-do-enem-2021-de-candidatas-de-pernambuco.ghtml, Educação em Pernambuco 
Espelhos da redação do Enem 2021 são divulgados; veja exemplos de textos nota mil ,Inep divulgou as imagens digitalizadas das dissertações entregues no dia da prova. Estudantes que alcançaram a nota máxima compartilharam suas redações com o g1.,https://s2.glbimg.com/CGMbHHOQfiechHjbTCsQOYsEOxo=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/79/21/10452179,https://g1.globo.com/educacao/enem/2021/noticia/2022/04/08/espelhos-da-redacao-do-enem-2021-sao-divulgados.ghtml, Enem 2021 
Novo Enem terá questões discursivas e 2ª etapa focada na área de conhecimento escolhida pelo aluno,Documento foi aprovado pelo Conselho Nacional de Educação (CNE) nesta segunda. Texto sugere a criação de uma etapa exclusiva com questões da área de conhecimento escolhida pelo estudante.,https://s2.glbimg.com/-yGFnpddzwC5oIBDEC9KB5UCfUA=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/D/D/eh1l5rR4KgymDs5WL9EQ/grafico-prova.jpg,https://g1.globo.com/educacao/noticia/2022/03/14/novo-enem-tera-questoes-discursivas-e-2a-etapa-focada-na-area-de-conhecimento-escolhida-pelo-aluno.ghtml, Educação 
Empresária volta de intercâmbio e abre negócio de velas aromáticas ,"Vela criada por Patrícia Massambani usa cera 100% vegetal, que é biodegradável e queima mais lentamente.",https://s2.glbimg.com/YppaeWlq-eRzRqs-DaCH8KQhACQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/54/66/10576654,https://g1.globo.com/empreendedorismo/pegn/noticia/2022/05/15/empresaria-volta-de-intercambio-e-abre-negocio-de-velas-aromaticas.ghtml, PEGN 
Empreendedora cria marca de fitas elásticas para sapatilhas de ponta,"A ideia da fita elástica é dar mais conforto, evitar lesões e ajudar na performance.",https://s2.glbimg.com/cIG0o4q2cUJb5z0PocgsG4FYjRs=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/57/66/10576657,https://g1.globo.com/empreendedorismo/pegn/noticia/2022/05/15/empreendedora-cria-marca-de-fitas-elasticas-para-sapatilhas-de-ponta.ghtml, PEGN 
Empresária volta de intercâmbio e abre negócio de velas aromáticas,Empresária volta de intercâmbio e abre negócio de velas aromáticas,https://s2.glbimg.com/YppaeWlq-eRzRqs-DaCH8KQhACQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/54/66/10576654,https://globoplay.globo.com/v/10576654/, Pequenas Empresas & Grandes Negócios 
Empreendedora cria marca de fitas elásticas para sapatilhas de ponta,Empreendedora cria marca de fitas elásticas para sapatilhas de ponta,https://s2.glbimg.com/cIG0o4q2cUJb5z0PocgsG4FYjRs=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/57/66/10576657,https://globoplay.globo.com/v/10576657/, Pequenas Empresas & Grandes Negócios 
Empresário se especializa em banho e tosa de cães da raça golden retriever,"No início deste ano, Leonardo Nascimento abriu a primeira loja no Rio de Janeiro. Faturamento mensal do negócio é de R$ 16 mil.",https://s2.glbimg.com/lw1xRQRZeUtuml5FOfCtnKwwoXA=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/60/66/10576660,https://g1.globo.com/empreendedorismo/pegn/noticia/2022/05/15/empresario-se-especializa-em-banho-e-tosa-de-caes-da-raca-golden-retriever.ghtml, PEGN 
Empresário aposta no segmento de minicasas,Tendência faz parte de um movimento que está focado em ter mais qualidade de vida. Versão mais compacta custa a partir de R$ 85 mil.,https://s2.glbimg.com/FIVZFmqvDEQ2UmOTWVs14Su7_KQ=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/63/66/10576663,https://g1.globo.com/empreendedorismo/pegn/noticia/2022/05/15/empresario-aposta-no-segmento-de-minicasas.ghtml, PEGN 
"Lotofácil, concurso 2.524: aposta do Rio de Janeiro acerta os 15 números e fatura R$ 1,37 milhão",Veja os números sorteados: 01 - 02 - 03 - 05 - 06 - 07 - 12 - 14 - 15 - 16 - 19 - 20 - 23 - 24 - 25.,https://s2.glbimg.com/s0T1Ya0p4mad1-BnFk8Vx2Nr_DQ=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/k/J/DalwTQSLm2KJkW7feaJA/lotofacil.jpg,https://g1.globo.com/loterias/noticia/2022/05/18/lotofacil-concurso-2524-aposta-do-rio-de-janeiro-acerta-os-15-numeros-e-fatura-r-137-milhao.ghtml, Loterias 
"Quina, concurso 5.856: ninguém acerta as cinco dezenas e prêmio acumula em R$ 14 milhões","12, 38, 47, 56 e 66 foram as dezenas sorteadas. 78 apostas com quatro acertos vão levar R$ 7,4 mil.",https://s2.glbimg.com/CCOU8CS6ccnNAPDMp1Eus7fj8U0=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2018/F/Y/qcq89tSRK5mBzDuBe12A/img-5057.jpg,https://g1.globo.com/loterias/noticia/2022/05/18/quina-concurso-5856-resultado.ghtml, Loterias 
"Mega-Sena, concurso 2.482: ninguém acerta as seis dezenas e prêmio vai a R$ 53 milhões","Veja as dezenas sorteadas: 01 - 32 - 35 - 44 - 45 - 57. Quina teve 52 apostas ganhadoras; cada uma receberá R$ 82.539,97.",https://s2.glbimg.com/UbOzKxC2IzB_wwXOWaV3Y3FSbcM=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/92/09/9030992,https://g1.globo.com/loterias/noticia/2022/05/18/mega-sena-concurso-2482-resultado.ghtml, Loterias 
"+Milionária: veja, passo a passo, como jogar na nova loteria da Caixa; resultado sai em 28 de maio",Cada concurso irá distribuir mínimo de R$ 10 milhões. Reportagem do g1 mostra tudo que você precisa saber para jogar e quanto custa para fazer a aposta; assista. ,https://s2.glbimg.com/-NN_I3LfsRPd2o4uQU1gtn2O4Wo=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/52/51/10585152,https://g1.globo.com/loterias/noticia/2022/05/18/milionaria-veja-passo-a-passo-como-jogar-na-nova-loteria-da-caixa-resultado-sai-em-28-de-maio.ghtml, Loterias 
Mega-Sena pode pagar R$ 45 milhões nesta quarta-feira,"Apostas podem ser feitas até as 19h em lotéricas ou pela internet. Valor da aposta mínima é de R$ 4,50.",https://s2.glbimg.com/UbOzKxC2IzB_wwXOWaV3Y3FSbcM=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/92/09/9030992,https://g1.globo.com/loterias/noticia/2022/05/18/mega-sena-pode-pagar-r-45-milhoes-nesta-quarta-feira.ghtml, Loterias 
"Lotofácil, concurso 2.523: aposta de Uruçuca (BA) acerta os 15 números e fatura R$ 1,28 milhão",Veja os números sorteados: 01 - 04 - 05 - 06 - 07 - 10 - 11 - 12 - 14 - 15 - 17 - 18 - 20 - 23 - 24.,https://s2.glbimg.com/s0T1Ya0p4mad1-BnFk8Vx2Nr_DQ=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/k/J/DalwTQSLm2KJkW7feaJA/lotofacil.jpg,https://g1.globo.com/loterias/noticia/2022/05/17/lotofacil-concurso-2523-resultado.ghtml, Loterias 
"Quina, concurso 5.855: ninguém acerta as cinco dezenas e prêmio acumula em R$ 12 milhões","17, 22, 24, 34 e 36 foram as dezenas sorteadas. 145 apostas tiveram quatro acertos e ganharam quase R$ 4 mil. Próximo sorteio é nesta quarta-feira.",https://s2.glbimg.com/CCOU8CS6ccnNAPDMp1Eus7fj8U0=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2018/F/Y/qcq89tSRK5mBzDuBe12A/img-5057.jpg,https://g1.globo.com/loterias/noticia/2022/05/17/quina-concurso-5855-resultado.ghtml, Loterias 
"Lotofácil, concurso 2.522: 4 apostas acertam os 15 números e faturam R$ 346,8 mil cada uma",Veja os números sorteados: 01 - 02 - 03 - 05 - 09 - 10 - 12 - 13 - 15 - 16 - 18 - 19 - 21 - 22 - 25.,https://s2.glbimg.com/s0T1Ya0p4mad1-BnFk8Vx2Nr_DQ=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/k/J/DalwTQSLm2KJkW7feaJA/lotofacil.jpg,https://g1.globo.com/loterias/noticia/2022/05/16/lotofacil-concurso-2522-resultado.ghtml, Loterias 
"Quina, concurso 5.854: ninguém acerta as cinco dezenas e prêmio acumula em R$ 11 milhões","28, 35, 43, 50 e 59 foram as dezenas sorteadas. 82 apostas com quatro acertos levaram R$ 5,6 mil.",https://s2.glbimg.com/CCOU8CS6ccnNAPDMp1Eus7fj8U0=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2018/F/Y/qcq89tSRK5mBzDuBe12A/img-5057.jpg,https://g1.globo.com/loterias/noticia/2022/05/16/quina-concurso-5854-resultado.ghtml, Loterias 
"Lotofácil, concurso 2.521: quatro apostas de SP, SC e PR levam mais de R$ 370 mil cada",Veja os números sorteados: 17 - 03 - 24 - 22 - 07 - 25 - 04 - 16 - 21 - 18 - 14 - 02 - 08 - 06 - 13.,https://s2.glbimg.com/s0T1Ya0p4mad1-BnFk8Vx2Nr_DQ=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2021/k/J/DalwTQSLm2KJkW7feaJA/lotofacil.jpg,https://g1.globo.com/loterias/noticia/2022/05/14/lotofacil-concurso-2521-resultado.ghtml, Loterias 
Brasileiro fala sobre voo ao espaço adiado: 'Precisam fazer mais testes para ser 110% seguro',"Blue Origin, empresa de turismo espacial do bilionário Jeff Bezos, anunciou que o lançamento do foguete com o engenheiro Victor Correa Hespanha, previsto para sexta, precisou ser adiado. O brasileiro, assim como o restante da tripulação, foi instruído a aguardar novas informações. ",https://s2.glbimg.com/F5VQngmeXVh15A4prD2kHO_D1X0=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/79/66/10586679,https://g1.globo.com/fantastico/noticia/2022/05/18/brasileiro-fala-sobre-voo-ao-espaco-adiado-precisam-fazer-mais-testes-para-ser-110percent-seguro.ghtml, Fantástico 
"Oceanos estão mais quentes, mais altos e mais ácidos, alerta relatório climático da ONU","Agência da entidade também listou ondas de calor extremas, incêndios florestais, inundações e outros desastres relacionados ao clima em todo o mundo, destacando relatos de mais de 100 bilhões de dólares em danos.",https://s2.glbimg.com/O5SO-npkNGWIkh8x97-hgh1XvTM=/540x304/top/smart/https://i.s3.glbimg.com/v1/AUTH_59edd422c0c84a879bd37670ae4f538a/internal_photos/bs/2019/9/2/rpduASR3yvuPvH9URjzQ/ap19232066032812-felipe-dana-ap.jpg,https://g1.globo.com/meio-ambiente/noticia/2022/05/19/oceanos-estao-mais-quentes-mais-altos-e-mais-acidos-alerta-relatorio-climatico.ghtml, Meio Ambiente 
Blue Origin: brasileiro fala sobre adiamento de voo ao espaço,Blue Origin: brasileiro fala sobre adiamento de voo ao espaço,https://s2.glbimg.com/rkzu1FhzHlof1nKkrYT5jG-cnQw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/93/66/10586693,https://g1.globo.com/inovacao/video/blue-origin-brasileiro-fala-sobre-adiamento-de-voo-ao-espaco-10586693.ghtml, G1 Inovação 
Blue Origin adia voo com brasileiro ao espaço por problema após vistoria em foguete,Decolagem estava prevista para esta sexta-feira (20); nova data ainda não foi informada. Brasileiro Victor Correa Hespanha mora em Belo Horizonte e foi escolhido para a viagem espacial.,https://s2.glbimg.com/rkzu1FhzHlof1nKkrYT5jG-cnQw=/540x304/top/smart/filters:max_age(3600)/https://s01.video.glbimg.com/deo/vi/93/66/10586693,https://g1.globo.com/inovacao/noticia/2022/05/18/blue-origin-adia-voo-de-foguete-com-brasileiro-ao-espaco.ghtml, Inovação  
